%OBCI SD Convert - 2020-02-03_15-40-25,,,,,,,,
%,,,,,,,,
%Sample Rate = 250.0 Hz,,,,,,,,
%First Column = SampleIndex,,,,,,,,
%Last Column = Timestamp,,,,,,,,
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data,,,,,,,,
85824,,,,,,,,
0,-927.8656,0,0,0,0,0,0,0
0,-924.6246,0,0,0,0,0,0,0
0,-931.53125,0,0,0,0,0,0,0
0,-931.30774,0,0,0,0,0,0,0
0,-938.5721,0,0,0,0,0,0,0
0,-945.52344,0,0,0,0,0,0,0
0,-942.5954,0,0,0,0,0,0,0
0,-939.71204,0,0,0,0,0,0,0
0,-950.8879,0,0,0,0,0,0,0
0,-952.83246,0,0,0,0,0,0,0
0,-953.5477,0,0,0,0,0,0,0
0,-958.04047,0,0,0,0,0,0,0
0,-948.5186,0,0,0,0,0,0,0
0,-949.9044,0,0,0,0,0,0,0
0,-951.6255,0,0,0,0,0,0,0
0,-954.5536,0,0,0,0,0,0,0
0,-950.70905,0,0,0,0,0,0,0
0,-947.06573,0,0,0,0,0,0,0
0,-950.6867,0,0,0,0,0,0,0
0,-952.7207,0,0,0,0,0,0,0
0,-954.93353,0,0,0,0,0,0,0
0,-956.5205,0,0,0,0,0,0,0
0,-948.9209,0,0,0,0,0,0,0
0,-955.11237,0,0,0,0,0,0,0
0,-960.9238,0,0,0,0,0,0,0
0,-954.5536,0,0,0,0,0,0,0
0,-949.3903,0,0,0,0,0,0,0
0,-948.58563,0,0,0,0,0,0,0
0,-951.3349,0,0,0,0,0,0,0
0,-954.9783,0,0,0,0,0,0,0
0,-944.6741,0,0,0,0,0,0,0
0,-941.9248,0,0,0,0,0,0,0
0,-948.3621,0,0,0,0,0,0,0
0,-952.1619,0,0,0,0,0,0,0
0,-950.0385,0,0,0,0,0,0,0
0,-946.77515,0,0,0,0,0,0,0
0,-952.2066,0,0,0,0,0,0,0
0,-949.92676,0,0,0,0,0,0,0
0,-948.6527,0,0,0,0,0,0,0
0,-949.54675,0,0,0,0,0,0,0
0,-949.368,0,0,0,0,0,0,0
0,-955.6935,0,0,0,0,0,0,0
0,-949.7479,0,0,0,0,0,0,0
0,-945.47876,0,0,0,0,0,0,0
0,-955.24646,0,0,0,0,0,0,0
0,-950.86554,0,0,0,0,0,0,0
0,-940.51666,0,0,0,0,0,0,0
0,-944.83057,0,0,0,0,0,0,0
0,-958.264,0,0,0,0,0,0,0
0,-949.92676,0,0,0,0,0,0,0
0,-938.25916,0,0,0,0,0,0,0
0,-942.8189,0,0,0,0,0,0,0
0,-949.0103,0,0,0,0,0,0,0
0,-958.8451,0,0,0,0,0,0,0
0,-956.0064,0,0,0,0,0,0,0
0,-945.38934,0,0,0,0,0,0,0
0,-946.0152,0,0,0,0,0,0,0
0,-943.9141,0,0,0,0,0,0,0
0,-945.0541,0,0,0,0,0,0,0
0,-943.5342,0,0,0,0,0,0,0
0,-946.6857,0,0,0,0,0,0,0
0,-954.44183,0,0,0,0,0,0,0
0,-950.06085,0,0,0,0,0,0,0
0,-945.99286,0,0,0,0,0,0,0
0,-949.47974,0,0,0,0,0,0,0
0,-947.0881,0,0,0,0,0,0,0
0,-943.6012,0,0,0,0,0,0,0
0,-945.4341,0,0,0,0,0,0,0
0,-945.5682,0,0,0,0,0,0,0
0,-947.8257,0,0,0,0,0,0,0
0,-958.30865,0,0,0,0,0,0,0
0,-950.3291,0,0,0,0,0,0,0
0,-949.815,0,0,0,0,0,0,0
0,-946.6634,0,0,0,0,0,0,0
0,-945.5011,0,0,0,0,0,0,0
0,-940.539,0,0,0,0,0,0,0
0,-948.4292,0,0,0,0,0,0,0
0,-951.17847,0,0,0,0,0,0,0
0,-946.5963,0,0,0,0,0,0,0
0,-950.99963,0,0,0,0,0,0,0
0,-950.06085,0,0,0,0,0,0,0
0,-945.6352,0,0,0,0,0,0,0
0,-945.6352,0,0,0,0,0,0,0
0,-946.41754,0,0,0,0,0,0,0
0,-945.09875,0,0,0,0,0,0,0
0,-944.8976,0,0,0,0,0,0,0
0,-950.57495,0,0,0,0,0,0,0
0,-947.401,0,0,0,0,0,0,0
0,-945.814,0,0,0,0,0,0,0
0,-949.7256,0,0,0,0,0,0,0
0,-952.229,0,0,0,0,0,0,0
0,-947.9822,0,0,0,0,0,0,0
0,-945.4117,0,0,0,0,0,0,0
0,-946.0823,0,0,0,0,0,0,0
0,-944.1153,0,0,0,0,0,0,0
0,-945.6576,0,0,0,0,0,0,0
0,-944.60706,0,0,0,0,0,0,0
0,-940.94135,0,0,0,0,0,0,0
0,-939.8014,0,0,0,0,0,0,0
0,-949.5244,0,0,0,0,0,0,0
0,-939.48846,0,0,0,0,0,0,0
0,-926.94916,0,0,0,0,0,0,0
0,-935.0181,0,0,0,0,0,0,0
0,-937.6333,0,0,0,0,0,0,0
0,-935.9346,0,0,0,0,0,0,0
0,-934.6605,0,0,0,0,0,0,0
0,-940.2261,0,0,0,0,0,0,0
0,-941.41077,0,0,0,0,0,0,0
0,-945.7917,0,0,0,0,0,0,0
0,-944.54,0,0,0,0,0,0,0
0,-929.162,0,0,0,0,0,0,0
0,-932.0007,0,0,0,0,0,0,0
0,-935.0181,0,0,0,0,0,0,0
0,-939.0862,0,0,0,0,0,0,0
0,-946.19403,0,0,0,0,0,0,0
0,-946.28345,0,0,0,0,0,0,0
0,-945.0764,0,0,0,0,0,0,0
0,-943.6906,0,0,0,0,0,0,0
0,-946.4622,0,0,0,0,0,0,0
0,-952.18427,0,0,0,0,0,0,0
0,-952.4525,0,0,0,0,0,0,0
0,-951.96075,0,0,0,0,0,0,0
0,-948.8539,0,0,0,0,0,0,0
0,-950.4632,0,0,0,0,0,0,0
0,-955.917,0,0,0,0,0,0,0
0,-946.50696,0,0,0,0,0,0,0
0,-949.54675,0,0,0,0,0,0,0
0,-953.4583,0,0,0,0,0,0,0
0,-952.2066,0,0,0,0,0,0,0
0,-951.022,0,0,0,0,0,0,0
0,-955.89465,0,0,0,0,0,0,0
0,-950.66437,0,0,0,0,0,0,0
0,-940.8296,0,0,0,0,0,0,0
0,-944.96466,0,0,0,0,0,0,0
0,-952.2737,0,0,0,0,0,0,0
0,-960.8791,0,0,0,0,0,0,0
0,-963.9636,0,0,0,0,0,0,0
0,-954.50885,0,0,0,0,0,0,0
0,-944.83057,0,0,0,0,0,0,0
0,-943.5565,0,0,0,0,0,0,0
0,-944.6965,0,0,0,0,0,0,0
0,-951.82666,0,0,0,0,0,0,0
0,-958.01807,0,0,0,0,0,0,0
0,-957.6381,0,0,0,0,0,0,0
0,-950.8879,0,0,0,0,0,0,0
0,-927.97736,0,0,0,0,0,0,0
0,-895.545,0,0,0,0,0,0,0
0,-858.6199,0,0,0,0,0,0,0
0,-839.77734,0,0,0,0,0,0,0
0,-824.2205,0,0,0,0,0,0,0
0,-836.2011,0,0,0,0,0,0,0
0,-869.84045,0,0,0,0,0,0,0
0,-894.27094,0,0,0,0,0,0,0
0,-918.9025,0,0,0,0,0,0,0
0,-947.28925,0,0,0,0,0,0,0
0,-954.4642,0,0,0,0,0,0,0
0,-941.7013,0,0,0,0,0,0,0
0,-938.6615,0,0,0,0,0,0,0
0,-945.5682,0,0,0,0,0,0,0
0,-945.7246,0,0,0,0,0,0,0
0,-940.67316,0,0,0,0,0,0,0
0,-947.1775,0,0,0,0,0,0,0
0,-950.5303,0,0,0,0,0,0,0
0,-952.4302,0,0,0,0,0,0,0
0,-947.8704,0,0,0,0,0,0,0
0,-943.6683,0,0,0,0,0,0,0
0,-938.9744,0,0,0,0,0,0,0
0,-935.24164,0,0,0,0,0,0,0
0,-934.03467,0,0,0,0,0,0,0
0,-941.4331,0,0,0,0,0,0,0
0,-944.1153,0,0,0,0,0,0,0
0,-946.0152,0,0,0,0,0,0,0
0,-940.0249,0,0,0,0,0,0,0
0,-938.7062,0,0,0,0,0,0,0
0,-940.20374,0,0,0,0,0,0,0
0,-941.366,0,0,0,0,0,0,0
0,-936.9851,0,0,0,0,0,0,0
0,-936.58276,0,0,0,0,0,0,0
0,-937.52155,0,0,0,0,0,0,0
0,-941.90247,0,0,0,0,0,0,0
0,-939.3767,0,0,0,0,0,0,0
0,-932.4477,0,0,0,0,0,0,0
0,-935.84515,0,0,0,0,0,0,0
0,-941.8578,0,0,0,0,0,0,0
0,-937.5439,0,0,0,0,0,0,0
0,-931.6654,0,0,0,0,0,0,0
0,-938.68384,0,0,0,0,0,0,0
0,-938.9297,0,0,0,0,0,0,0
0,-931.46423,0,0,0,0,0,0,0
0,-923.7752,0,0,0,0,0,0,0
0,-925.94336,0,0,0,0,0,0,0
0,-933.9006,0,0,0,0,0,0,0
0,-934.5264,0,0,0,0,0,0,0
0,-926.12213,0,0,0,0,0,0,0
0,-924.8034,0,0,0,0,0,0,0
0,-922.4788,0,0,0,0,0,0,0
0,-925.94336,0,0,0,0,0,0,0
0,-922.85876,0,0,0,0,0,0,0
